event_code,season,first_place,second_place,third_place,fourth_place,fifth_place,sixth_place,seventh_place,eighth_place,ninth_place,tenth_place
INV4,4,William Ortega,Darius Grimes,Aidan Reardon,Vasile Tomescu,Jesse West,Leslie Moore,Kevin Kent,Craig Smith,Constantin Albu,Adam Franco
INV4,5,Darius Grimes,Luke Clark,Luis Arranz,Jeffery Williams,Darren Jensen,Daniel Whitaker,Billy Williams,Jeremy Freeman,Tyler Maughan,Craig Jackson
INV4,6,Andrew Collins,Callum Davison,Jozsef Horváth,Manuel Manning,Philip Hall,William Ortega,Michael Davis,Christian Henry,Michael Crawford,Vasile Tomescu
INV4,7,Aidan Reardon,Bjorn Kjóisdóttir,Ryan Hubbard,Karoly Molnár,Michael Johnson,Ante Jerič,Constantin Albu,Patrick Bennett,Terry Nguyen,Jeremy Freeman
INV4,8,Travis Callahan,Constantin Albu,James Dennis,Jesse West,Stephen Schwartz,Jeremy Freeman,Adam Franco,Michael Gordon,Mark Estrada,Kaur Tamm
INV4,9,Nathan Banks,Ryan Hubbard,Tyler Maughan,Danny Taylor,Billy Williams,Callum Davison,Pavel Čermák,Diogo Freitas,Kyle Morales,Joe Heath
INV4,10,Callum Davison,Ryan Hubbard,Kevin Hensley,Conor Lee,Harry Miles,Randall Miller,Sean Taylor,Dennis Lyons,Nathaniel Dunn,Terry Nguyen
INV5,1,Sean Taylor,Jozsef Horváth,David Munoz,Tomas Brožová,Andrew Collins,David Ruiz,Jesse West,Darius Grimes,Ethan Cox,David Johnston
INV5,2,Luis Arranz,Patrick Schmitz,Randall Miller,Leslie Moore,Jeffery Williams,Luke Clark,Andrew Collins,Tomas Brožová,Darius Grimes,Kevin Kent
INV5,3,Karoly Molnár,Ethan Cox,Mark Estrada,Travis Callahan,Jeffery Williams,Francisco Guajardo,Jose Lucero,Joe Heath,Frank Cole,Patrick Schmitz
INV5,4,Kaur Tamm,William Ortega,Ryan Hubbard,Mark Estrada,Tyler Maughan,Leslie Moore,Michael Johnson,Adam Milmo,Constantin Albu,Adam Williams
INV5,5,Milan Paľovčík,Michael Davis,Adam Milmo,Mark Perry,Manuel Manning,Josh Boyce,Kevin Hensley,Luis Arranz,Tomas Brožová,Anthony Gaines
INV5,6,Luis Arranz,Kevin Hensley,Jason Clark,Ryan Hubbard,David Munoz,Diogo Freitas,Karoly Molnár,Sean Taylor,Darius Grimes,Travis Callahan
INV5,7,Leslie Moore,Tyler Maughan,Jeffery Williams,Bjorn Kjóisdóttir,Damon Peterson,Milan Paľovčík,Manuel Manning,Anthony Reid,James Dennis,Jesse West
INV5,8,Eric Welch,Aidan Reardon,Juan Bird,Jesse West,Ryan Hubbard,Charles Leonard,Manuel Manning,Shane Harris,Patrick Schmitz,Jason Clark
INV5,9,Peter Steiger,Patrick Schmitz,Huynh Phạm,Mariusz Machowicz,Pavel Čermák,Kevin Hensley,Ryan Hubbard,Eric Welch,Bryan Washington,Kaur Tamm
INV5,10,Patrick Schmitz,Mark Estrada,Francisco Guajardo,Christian Henry,Callum Davison,Philip Hall,Bjorn Kjóisdóttir,Billy Williams,Zachary Patel,Darius Grimes
INV6,1,Ethan Cox,James Dyer,Michael Johnson,David Johnston,David Munoz,Timo Varis,Karoly Molnár,Travis Callahan,Jesse West,Adam Franco
INV6,2,Patrick Schmitz,Luis Arranz,Jeffery Williams,Elliott Phillips,Vasile Tomescu,Joe Heath,Nicholas Taylor,Constantin Albu,Zachary Patel,Darius Grimes
INV6,3,Jesse West,William Ortega,Mark Estrada,Jeffery Williams,Karoly Molnár,Joe Heath,Jeremy Freeman,Vasile Tomescu,David Kennedy,Adam Milmo
INV6,4,Jeremy Freeman,Austin Love,Tyler Maughan,Bjorn Kjóisdóttir,Luke Clark,Mark Estrada,James Dennis,Randall Miller,Michael Gordon,Deaglan Brannelly
INV6,5,Pavel Čermák,Sean Taylor,Diogo Freitas,Vasile Tomescu,Frank Cole,Brandon Baker,Travis Callahan,Conor Lee,Michael Crawford,Luis Arranz
INV6,6,Mark Estrada,Bjorn Kjóisdóttir,Leslie Moore,Zachary Patel,David Thomas,Christian Henry,Patrick Bennett,Gheorghe Dumitrescu,Trevor Booker,Timothy Hamilton
INV6,7,Russell Warner,Aidan Reardon,Ethan Cox,Michael Jäkel,Christopher Dudley,Damon Peterson,Terry Nguyen,Adam Franco,Dennis Lyons,William Ortega
INV6,8,Chad Jones,Josh Boyce,Anders Thomsen,Constantin Albu,Pavel Čermák,Kevin Kent,Vasile Tomescu,Luis Arranz,Karoly Molnár,Dennis Lyons
INV6,9,Milan Paľovčík,Charles Leonard,Kevin Kent,Anders Thomsen,Joe Heath,Josh Boyce,Sean Taylor,Peter Steiger,Juan Prieto,Michael Johnson
INV6,10,Conor Lee,Juan Bird,Aidan Reardon,Joe Hayes,Michael Crawford,Stephen Schwartz,Huynh Phạm,Jesse West,Michael Davis,Leslie Moore
INV7,1,Ethan Cox,Mark Estrada,Travis Callahan,Austin Love,Michael Johnson,Jesse West,Jay Montoya,Diogo Freitas,Timo Varis,Patrick Schmitz
INV7,2,Constantin Albu,Elliott Phillips,Leslie Moore,Joe Heath,Sean Taylor,Randall Miller,Milan Paľovčík,Aidan Reardon,Darius Grimes,Patrick Schmitz
INV7,3,Darius Grimes,Mark Estrada,Karoly Molnár,William Ortega,Patrick Schmitz,Kaur Tamm,Charles Leonard,Ethan Cox,Milan Paľovčík,Luke Clark
INV7,4,Michael Gordon,Karoly Molnár,Aidan Reardon,Billy Williams,Francisco Guajardo,Kevin Kent,Dennis Lyons,Christopher Dudley,Diogo Freitas,Jeffery Williams
INV7,5,Constantin Albu,Peter Cook,Josh Boyce,Vasile Tomescu,Ryan Hubbard,Diogo Freitas,Karoly Molnár,Jesse West,Kevin Kent,Russell Warner
INV7,6,Michael Crawford,Peter Steiger,Sean Taylor,Manuel Manning,Anthony Reid,Kevin Hensley,Bjorn Kjóisdóttir,Kyle Morales,Jason Clark,Vasile Tomescu
INV7,7,Diogo Freitas,Aidan Reardon,Michael Crawford,Mark Estrada,Kevin Kent,Christian Henry,Tomas Brožová,Harry Miles,Leslie Moore,Randall Miller
INV7,8,Darrell Baker,Leslie Moore,Juan Bird,Conor Lee,Christian Henry,Tomas Brožová,Jesse West,Ethan Cox,Patrick Schmitz,Zachary Patel
INV7,9,Danny Taylor,David Munoz,Lewis Glazier,Vasile Tomescu,David Morris,Kevin Hensley,Marc Marks,Kevin Kent,Callum Davison,Jeffery Williams
INV7,10,Nathaniel Dunn,Sean Taylor,Pavel Čermák,Macauley McCluskey,Owen Taylor,Joe Heath,Dominic Wong,Michael Johnson,Kaur Tamm,Dale Howell
