city,country,month,month_num,temperature_2m_mean,windspeed_10m_mean,precipitation_sum,relative_humidity_2m_mean,cloudcover_mean
Portsoy,Scotland,December,12,42.94,18.97,5.34,83.94,69.89
Buckie,Scotland,January,1,38.58,19.95,1.93,84.57,65.55
Buckie,Scotland,February,2,41.05,19.16,2.47,81.86,58.58
Buckie,Scotland,March,3,42.93,17.68,2.2,80.36,71.38
Buckie,Scotland,April,4,46.04,19.64,2.65,76.52,73.15
Buckie,Scotland,May,5,55.23,14.59,1.74,81.34,70.69
Buckie,Scotland,June,6,54.63,17.61,2.26,74.51,76.79
Buckie,Scotland,July,7,57.05,14.14,2.64,78.62,77.32
Buckie,Scotland,August,8,58.33,18.23,1.49,72.27,65.91
Buckie,Scotland,September,9,52.52,13.89,2.84,82.27,71.99
Buckie,Scotland,October,10,50.3,17.34,1.71,79.78,63.54
Buckie,Scotland,November,11,43.82,15.94,2.11,82.41,57.74
Buckie,Scotland,December,12,42.9,18.86,5.65,84.17,72.49
Lossiemouth,Scotland,January,1,38.58,21.37,1.74,84.48,64.97
Lossiemouth,Scotland,February,2,41.0,20.45,2.37,82.0,56.86
Lossiemouth,Scotland,March,3,43.05,19.39,2.28,80.53,69.09
Lossiemouth,Scotland,April,4,46.19,21.28,2.61,76.15,70.56
Lossiemouth,Scotland,May,5,55.12,16.33,1.72,80.6,68.72
Lossiemouth,Scotland,June,6,54.55,19.87,2.48,74.08,74.56
Lossiemouth,Scotland,July,7,57.04,16.1,2.63,78.17,77.11
Lossiemouth,Scotland,August,8,58.53,21.32,1.42,70.87,65.96
Lossiemouth,Scotland,September,9,52.76,16.25,3.04,81.13,71.08
Lossiemouth,Scotland,October,10,50.57,19.85,1.56,78.36,65.65
Lossiemouth,Scotland,November,11,44.2,18.47,1.87,81.28,56.52
Lossiemouth,Scotland,December,12,43.09,21.91,6.0,83.55,72.98
Hopeman,Scotland,January,1,38.62,20.45,1.88,84.49,65.42
Hopeman,Scotland,February,2,41.07,19.49,2.42,81.8,57.94
Hopeman,Scotland,March,3,43.0,18.49,2.17,80.31,70.46
Hopeman,Scotland,April,4,46.2,20.75,2.64,76.27,71.71
Hopeman,Scotland,May,5,55.27,15.68,1.67,80.76,69.44
Hopeman,Scotland,June,6,54.61,19.1,2.45,74.31,76.58
Hopeman,Scotland,July,7,57.17,15.34,2.54,78.4,77.48
Hopeman,Scotland,August,8,58.64,19.94,1.41,71.12,67.15
Hopeman,Scotland,September,9,52.8,15.28,3.06,81.72,72.68
Hopeman,Scotland,October,10,50.6,18.75,1.54,78.79,65.31
Hopeman,Scotland,November,11,44.22,17.39,1.48,81.7,58.15
Hopeman,Scotland,December,12,43.16,20.79,5.92,83.84,73.96
Burghead,Scotland,January,1,38.71,19.65,2.08,84.55,66.22
Burghead,Scotland,February,2,41.2,18.71,2.48,81.47,59.92
Burghead,Scotland,March,3,42.93,17.32,1.98,79.92,71.48
Burghead,Scotland,April,4,46.23,19.65,2.63,76.83,72.71
Burghead,Scotland,May,5,55.69,14.24,1.54,81.38,71.32
Burghead,Scotland,June,6,54.84,17.43,2.38,75.39,77.01
Burghead,Scotland,July,7,57.38,14.64,2.36,78.81,77.13
Burghead,Scotland,August,8,58.82,18.68,1.35,71.43,68.28
Burghead,Scotland,September,9,52.86,14.26,3.06,82.64,72.79
Burghead,Scotland,October,10,50.67,17.83,1.49,79.47,66.47
Burghead,Scotland,November,11,44.27,16.7,1.4,82.29,59.96
Burghead,Scotland,December,12,43.29,20.05,5.77,84.26,74.04
Nairn,Scotland,January,1,38.54,18.49,2.2,84.86,66.96
Nairn,Scotland,February,2,41.03,18.4,2.55,81.86,61.41
Nairn,Scotland,March,3,41.26,16.63,2.21,82.33,69.87
Nairn,Scotland,April,4,45.26,17.9,2.75,77.91,73.73
Nairn,Scotland,May,5,55.28,13.0,1.72,81.91,72.51
Nairn,Scotland,June,6,54.32,16.02,2.34,75.62,78.02
Nairn,Scotland,July,7,57.1,12.85,2.41,79.34,69.44
Nairn,Scotland,August,8,57.88,18.39,1.65,75.07,57.39
Nairn,Scotland,September,9,52.27,11.4,3.05,84.4,67.11
Nairn,Scotland,October,10,49.96,16.07,1.77,81.67,56.71
Nairn,Scotland,November,11,43.43,14.35,1.33,84.45,53.81
Nairn,Scotland,December,12,42.83,17.9,5.88,86.43,67.84
Avoch,Scotland,January,1,37.66,16.55,3.1,85.79,67.87
Avoch,Scotland,February,2,40.32,16.6,2.72,82.98,64.29
Avoch,Scotland,March,3,42.24,15.95,2.29,80.6,69.66
Avoch,Scotland,April,4,44.75,16.91,3.23,78.63,76.89
Avoch,Scotland,May,5,54.8,12.47,1.88,81.53,73.39
Avoch,Scotland,June,6,53.62,15.56,2.64,76.01,79.22
Avoch,Scotland,July,7,56.99,12.97,2.56,79.86,64.91
Avoch,Scotland,August,8,57.65,19.45,2.15,76.31,51.66
Avoch,Scotland,September,9,52.11,11.53,3.17,85.08,64.52
Avoch,Scotland,October,10,49.76,16.62,2.21,82.41,52.25
Avoch,Scotland,November,11,43.37,14.75,1.66,84.75,50.68
Avoch,Scotland,December,12,42.77,18.66,6.58,87.04,64.79
Rosemarkie,Scotland,January,1,37.85,17.01,2.9,85.63,67.59
Rosemarkie,Scotland,February,2,40.42,17.17,2.7,82.87,64.02
Rosemarkie,Scotland,March,3,42.91,16.3,2.19,80.34,68.9
Rosemarkie,Scotland,April,4,45.5,17.46,2.77,77.56,74.43
Rosemarkie,Scotland,May,5,54.8,12.69,1.86,82.3,73.1
Rosemarkie,Scotland,June,6,53.8,15.94,2.5,75.9,78.93
Rosemarkie,Scotland,July,7,57.02,13.07,2.52,79.94,64.45
Rosemarkie,Scotland,August,8,57.71,19.58,2.03,76.38,51.01
Rosemarkie,Scotland,September,9,52.14,11.59,3.12,85.13,64.39
Rosemarkie,Scotland,October,10,49.78,16.74,2.08,82.42,51.77
Rosemarkie,Scotland,November,11,43.52,14.87,1.56,84.38,50.31
Rosemarkie,Scotland,December,12,42.84,18.77,6.33,86.93,64.51
Golspie,Scotland,January,1,38.05,18.62,2.65,85.58,68.19
Golspie,Scotland,February,2,40.45,19.15,2.89,83.2,65.2
Golspie,Scotland,March,3,42.3,18.05,2.09,80.63,71.59
Golspie,Scotland,April,4,45.52,19.43,2.47,77.84,76.39
Golspie,Scotland,May,5,54.53,14.0,1.75,83.25,75.12
Golspie,Scotland,June,6,53.94,17.96,2.07,76.06,80.27
Golspie,Scotland,July,7,56.49,13.83,2.22,78.75,83.54
Golspie,Scotland,August,8,57.36,17.48,1.94,74.97,73.49
Golspie,Scotland,September,9,52.14,13.51,2.9,83.49,74.58
Golspie,Scotland,October,10,49.88,16.98,1.87,80.88,67.44
Golspie,Scotland,November,11,42.93,15.27,1.43,85.11,58.22
Golspie,Scotland,December,12,42.46,17.95,6.01,86.01,76.31
Brora,Scotland,January,1,38.1,18.26,2.68,85.45,68.19
Brora,Scotland,February,2,40.46,18.67,2.9,83.09,65.14
Brora,Scotland,March,3,42.39,17.39,2.08,80.53,71.2
Brora,Scotland,April,4,45.48,18.98,2.5,77.83,76.08
Brora,Scotland,May,5,54.74,13.69,1.71,82.63,74.61
Brora,Scotland,June,6,53.92,17.47,2.2,76.08,80.52
Brora,Scotland,July,7,56.45,13.49,2.24,78.9,82.58
Brora,Scotland,August,8,57.41,17.02,1.89,74.78,72.06
Brora,Scotland,September,9,52.17,13.19,2.95,83.46,73.97
Brora,Scotland,October,10,49.9,16.66,1.95,80.85,67.05
Brora,Scotland,November,11,43.18,15.12,1.51,84.59,59.48
Brora,Scotland,December,12,42.55,17.82,6.17,85.85,76.63
Helmsdale,Scotland,January,1,38.1,18.31,2.72,85.47,66.88
Helmsdale,Scotland,February,2,40.48,17.65,2.89,83.14,62.49
Helmsdale,Scotland,March,3,42.56,17.14,2.28,80.64,69.95
Helmsdale,Scotland,April,4,45.35,18.43,2.64,77.73,73.4
Helmsdale,Scotland,May,5,54.45,13.09,1.64,83.12,70.92
Helmsdale,Scotland,June,6,53.73,16.79,2.18,76.99,77.52
Helmsdale,Scotland,July,7,56.35,13.08,2.24,79.71,79.65
Helmsdale,Scotland,August,8,57.44,16.41,1.77,75.17,67.34
Helmsdale,Scotland,September,9,52.31,13.14,3.02,83.33,72.12
Helmsdale,Scotland,October,10,50.16,16.85,1.99,80.5,64.55
Helmsdale,Scotland,November,11,43.79,15.14,1.46,83.53,59.7
Helmsdale,Scotland,December,12,42.79,18.22,6.1,85.48,75.29
Lybster,Scotland,January,1,39.13,22.12,2.91,84.85,58.74
Lybster,Scotland,February,2,40.68,19.57,2.48,83.51,51.39
Lybster,Scotland,March,3,42.73,20.04,2.65,81.89,63.39
Lybster,Scotland,April,4,44.82,20.48,2.98,78.25,61.96
Lybster,Scotland,May,5,52.59,13.15,1.59,88.2,59.8
Lybster,Scotland,June,6,52.31,18.72,2.07,81.48,64.11
Lybster,Scotland,July,7,55.2,13.66,2.43,84.28,65.96
Lybster,Scotland,August,8,56.55,16.67,2.14,79.55,44.91
Lybster,Scotland,September,9,51.85,14.9,3.62,85.94,63.99
Lybster,Scotland,October,10,50.3,18.9,2.13,82.28,45.74
Lybster,Scotland,November,11,44.5,16.96,1.84,84.03,55.76
Lybster,Scotland,December,12,43.04,20.18,5.16,85.84,68.26
Thurso,Scotland,January,1,39.3,22.86,3.74,85.33,63.3
Thurso,Scotland,February,2,40.63,19.98,2.99,84.68,57.7
Thurso,Scotland,March,3,42.36,20.45,2.86,83.03,66.66
Thurso,Scotland,April,4,44.5,20.83,3.25,79.01,65.81
Thurso,Scotland,May,5,52.25,13.45,1.42,88.85,60.82
Thurso,Scotland,June,6,52.11,18.65,2.34,82.14,66.07
Thurso,Scotland,July,7,55.03,13.6,2.29,84.83,66.33
Thurso,Scotland,August,8,56.27,16.81,2.44,80.98,46.2
Thurso,Scotland,September,9,51.88,14.74,3.51,86.11,64.1
Thurso,Scotland,October,10,50.33,18.77,2.45,82.54,47.21
Thurso,Scotland,November,11,44.92,16.98,2.23,83.36,58.68
Thurso,Scotland,December,12,43.4,20.61,5.79,85.24,69.66
Castletown,Scotland,January,1,39.4,23.25,3.48,85.18,61.12
Castletown,Scotland,February,2,40.72,20.33,2.78,84.41,54.65
Castletown,Scotland,March,3,42.48,20.86,2.84,82.99,64.79
Castletown,Scotland,April,4,44.56,21.21,3.25,78.89,63.36
Castletown,Scotland,May,5,52.14,13.55,1.44,89.32,59.11
Castletown,Scotland,June,6,52.1,18.89,2.25,82.25,64.21
Castletown,Scotland,July,7,55.03,13.73,2.35,84.99,64.61
Castletown,Scotland,August,8,56.32,16.92,2.41,80.91,43.57
Castletown,Scotland,September,9,51.87,14.99,3.63,86.2,63.17
Castletown,Scotland,October,10,50.34,19.1,2.35,82.57,44.62
Castletown,Scotland,November,11,44.89,17.23,2.2,83.53,57.27
Castletown,Scotland,December,12,43.36,20.73,5.39,85.35,68.33
Tywyn,Wales,January,1,41.3,17.48,7.04,84.09,76.38
Tywyn,Wales,February,2,45.38,17.53,7.02,89.52,80.41
Tywyn,Wales,March,3,45.4,18.32,5.66,84.12,75.71
Tywyn,Wales,April,4,47.63,17.09,4.96,81.73,79.28
Tywyn,Wales,May,5,54.86,11.73,3.0,82.27,72.0
Tywyn,Wales,June,6,54.79,12.87,2.0,81.05,72.06
Tywyn,Wales,July,7,58.08,11.94,3.33,84.4,73.36
Tywyn,Wales,August,8,59.5,16.51,3.85,83.62,74.31
Tywyn,Wales,September,9,55.33,13.85,4.96,84.75,74.06
Tywyn,Wales,October,10,52.02,13.93,4.07,85.37,74.21
Tywyn,Wales,November,11,46.7,13.92,3.53,86.25,81.63
Tywyn,Wales,December,12,45.53,18.57,7.84,87.04,91.7
Borth,Wales,January,1,41.4,14.88,5.59,84.42,75.3
Borth,Wales,February,2,45.86,14.75,6.93,89.48,80.44
Borth,Wales,March,3,45.61,15.74,4.96,83.25,75.57
Borth,Wales,April,4,48.0,15.43,4.32,81.57,79.85
Borth,Wales,May,5,55.14,10.77,2.74,82.0,71.99
Borth,Wales,June,6,55.07,11.42,2.01,81.17,71.73
Borth,Wales,July,7,58.46,10.4,3.11,84.06,73.11
Borth,Wales,August,8,59.95,13.7,3.3,83.21,76.07
Borth,Wales,September,9,55.7,12.69,4.89,84.37,74.11
Borth,Wales,October,10,52.4,12.58,3.99,85.03,73.19
Borth,Wales,November,11,46.54,11.21,3.43,87.0,81.78
Borth,Wales,December,12,45.71,14.91,7.08,86.93,92.36
Fairbourne,Wales,January,1,40.95,18.69,8.39,84.45,77.31
Fairbourne,Wales,February,2,44.76,18.71,7.29,89.87,80.58
Fairbourne,Wales,March,3,44.81,18.37,6.13,85.21,76.24
Fairbourne,Wales,April,4,47.16,18.02,5.48,81.84,79.16
Fairbourne,Wales,May,5,54.67,11.83,3.35,82.5,71.73
Fairbourne,Wales,June,6,54.54,13.7,1.99,80.7,72.49
Fairbourne,Wales,July,7,57.78,12.67,3.43,84.33,73.31
Fairbourne,Wales,August,8,59.05,18.25,4.4,83.93,73.69
Fairbourne,Wales,September,9,54.8,13.7,5.27,85.45,74.2
Fairbourne,Wales,October,10,51.47,14.64,4.28,85.9,75.5
Fairbourne,Wales,November,11,46.28,14.22,3.64,86.78,81.42
Fairbourne,Wales,December,12,45.11,20.0,8.63,87.54,90.9
Aberdaron,Wales,January,1,43.45,31.11,4.38,81.2,72.35
Aberdaron,Wales,February,2,46.27,28.76,4.5,88.74,72.54
Aberdaron,Wales,March,3,46.35,27.49,4.99,85.29,69.89
Aberdaron,Wales,April,4,48.44,27.9,4.52,84.67,74.9
Aberdaron,Wales,May,5,54.58,18.65,1.41,86.05,71.03
Aberdaron,Wales,June,6,55.14,20.84,1.31,83.5,65.04
Aberdaron,Wales,July,7,57.78,19.98,3.38,89.34,67.24
Aberdaron,Wales,August,8,59.84,26.92,2.76,87.62,60.84
Aberdaron,Wales,September,9,56.84,23.16,4.38,83.46,66.84
Aberdaron,Wales,October,10,54.1,25.31,3.81,84.72,69.68
Aberdaron,Wales,November,11,49.12,22.87,2.69,84.57,81.27
Aberdaron,Wales,December,12,46.9,31.9,4.46,87.59,88.95
Abersoch,Wales,January,1,43.22,28.59,5.39,81.61,73.4
Abersoch,Wales,February,2,46.04,27.1,4.9,88.87,73.65
Abersoch,Wales,March,3,46.14,25.28,5.46,85.14,71.3
Abersoch,Wales,April,4,48.28,25.31,4.58,83.75,75.2
Abersoch,Wales,May,5,54.81,16.22,1.99,84.94,70.91
Abersoch,Wales,June,6,55.18,18.61,1.43,82.26,66.72
Abersoch,Wales,July,7,57.96,17.61,3.37,87.64,68.66
Abersoch,Wales,August,8,59.86,25.01,3.16,86.23,63.68
Abersoch,Wales,September,9,56.46,19.96,4.58,83.61,67.88
Abersoch,Wales,October,10,53.64,22.02,3.85,84.54,70.59
Abersoch,Wales,November,11,48.57,20.22,3.02,84.83,81.06
Abersoch,Wales,December,12,46.64,28.25,5.05,87.3,89.07
Pwllheli,Wales,January,1,42.9,26.04,6.65,82.13,74.76
Pwllheli,Wales,February,2,45.75,25.41,5.41,89.04,75.07
Pwllheli,Wales,March,3,45.88,23.3,6.05,85.09,73.22
Pwllheli,Wales,April,4,48.05,23.49,4.88,82.86,75.86
Pwllheli,Wales,May,5,54.84,14.6,2.61,84.12,71.13
Pwllheli,Wales,June,6,55.06,17.28,1.55,81.23,68.73
Pwllheli,Wales,July,7,57.94,16.25,3.36,86.24,70.28
Pwllheli,Wales,August,8,59.66,24.16,3.74,85.28,66.67
Pwllheli,Wales,September,9,55.92,17.89,4.76,84.04,69.58
Pwllheli,Wales,October,10,52.95,19.95,3.94,84.77,72.15
Pwllheli,Wales,November,11,47.87,18.44,3.1,85.39,80.89
Pwllheli,Wales,December,12,46.15,26.0,6.28,87.35,89.07
Criccieth,Wales,January,1,42.02,23.05,9.23,83.09,77.4
Criccieth,Wales,February,2,45.16,23.02,6.92,89.27,77.85
Criccieth,Wales,March,3,45.3,21.62,6.92,85.17,76.11
Criccieth,Wales,April,4,47.63,22.42,5.78,81.8,77.19
Criccieth,Wales,May,5,54.82,13.57,3.52,83.11,71.15
Criccieth,Wales,June,6,54.8,16.41,1.79,80.21,71.5
Criccieth,Wales,July,7,57.84,15.41,3.47,84.73,72.3
Criccieth,Wales,August,8,59.36,23.25,4.74,84.11,70.26
Criccieth,Wales,September,9,55.25,16.22,5.24,84.54,72.5
Criccieth,Wales,October,10,52.14,18.21,4.22,85.02,74.57
Criccieth,Wales,November,11,47.05,16.95,3.86,85.84,80.69
Criccieth,Wales,December,12,45.58,24.53,8.37,87.18,89.92
Trefor,Wales,January,1,42.78,24.04,6.99,82.52,75.23
Trefor,Wales,February,2,45.61,23.91,5.34,89.17,75.58
Trefor,Wales,March,3,45.78,22.4,6.06,85.08,74.32
Trefor,Wales,April,4,48.18,22.88,4.73,82.39,75.66
Trefor,Wales,May,5,55.19,13.85,2.87,83.73,70.8
Trefor,Wales,June,6,55.38,16.74,1.48,80.22,69.48
Trefor,Wales,July,7,58.28,15.61,3.33,85.11,70.79
Trefor,Wales,August,8,59.98,23.85,3.6,84.06,67.25
Trefor,Wales,September,9,56.05,16.69,4.82,83.72,69.66
Trefor,Wales,October,10,53.08,18.85,3.75,84.19,71.52
Trefor,Wales,November,11,47.87,17.3,3.19,85.32,80.25
Trefor,Wales,December,12,46.34,24.56,6.04,86.9,88.15
Nefyn,Wales,January,1,43.03,25.99,6.09,82.03,74.24
Nefyn,Wales,February,2,45.84,25.21,4.99,88.98,74.51
Nefyn,Wales,March,3,45.96,23.48,5.72,85.09,72.78
Nefyn,Wales,April,4,48.2,23.77,4.62,83.08,75.47
Nefyn,Wales,May,5,54.92,14.89,2.41,84.34,71.09
Nefyn,Wales,June,6,55.19,17.6,1.47,81.34,68.19
Nefyn,Wales,July,7,58.03,16.52,3.32,86.51,69.91
Nefyn,Wales,August,8,59.81,24.47,3.46,85.45,65.92
Nefyn,Wales,September,9,56.15,18.29,4.59,83.81,68.72
Nefyn,Wales,October,10,53.22,20.42,3.83,84.6,71.47
Nefyn,Wales,November,11,48.11,18.75,2.91,85.27,80.89
Nefyn,Wales,December,12,46.35,26.39,5.66,87.33,88.7
Porthmadog,Wales,January,1,41.65,22.87,10.6,83.42,79.09
Porthmadog,Wales,February,2,44.89,23.09,7.81,89.39,79.57
Porthmadog,Wales,March,3,44.82,21.38,7.66,85.53,77.8
Porthmadog,Wales,April,4,47.22,21.92,6.42,81.53,78.24
Porthmadog,Wales,May,5,54.71,13.49,3.97,82.57,71.13
Porthmadog,Wales,June,6,54.62,16.45,1.94,79.89,72.91
Porthmadog,Wales,July,7,57.69,15.4,3.57,84.24,73.22
Porthmadog,Wales,August,8,59.06,23.09,5.31,83.74,71.99
Porthmadog,Wales,September,9,54.9,15.87,5.5,84.82,74.24
Porthmadog,Wales,October,10,51.73,17.82,4.42,85.18,76.06
Porthmadog,Wales,November,11,46.49,16.73,4.32,86.36,80.61
Porthmadog,Wales,December,12,45.35,24.36,9.61,87.2,90.62
Barmouth,Wales,January,1,40.93,18.95,8.59,84.45,77.52
Barmouth,Wales,February,2,44.71,18.97,7.35,89.89,80.64
Barmouth,Wales,March,3,44.75,18.5,6.23,85.34,76.42
Barmouth,Wales,April,4,47.14,18.24,5.55,81.84,79.17
Barmouth,Wales,May,5,54.63,11.92,3.38,82.53,71.74
Barmouth,Wales,June,6,54.52,13.87,1.98,80.64,72.55
Barmouth,Wales,July,7,57.75,12.87,3.45,84.31,73.31
Barmouth,Wales,August,8,59.02,18.56,4.48,83.94,73.53
Barmouth,Wales,September,9,54.75,13.79,5.29,85.49,74.29
Barmouth,Wales,October,10,51.42,14.83,4.29,85.92,75.66
Barmouth,Wales,November,11,46.25,14.36,3.69,86.8,81.39
Barmouth,Wales,December,12,45.08,20.33,8.74,87.55,90.86
Llanbedr,Wales,January,1,40.83,19.94,9.88,84.47,78.96
Llanbedr,Wales,February,2,44.5,19.95,7.87,89.89,81.46
Llanbedr,Wales,March,3,44.55,18.73,6.9,85.49,77.14
Llanbedr,Wales,April,4,46.98,19.16,6.07,81.5,79.2
Llanbedr,Wales,May,5,54.62,12.25,3.76,82.33,71.52
Llanbedr,Wales,June,6,54.44,14.65,1.99,80.22,73.49
Llanbedr,Wales,July,7,57.64,13.69,3.54,83.99,73.69
Llanbedr,Wales,August,8,58.92,19.87,4.97,83.64,73.59
Llanbedr,Wales,September,9,54.56,13.78,5.48,85.56,75.02
Llanbedr,Wales,October,10,51.23,15.48,4.39,85.88,76.74
Llanbedr,Wales,November,11,45.99,14.75,4.17,87.02,80.3
Llanbedr,Wales,December,12,44.95,21.44,9.6,87.49,90.78
Talybont,Wales,January,1,41.04,19.78,8.93,84.28,77.75
Talybont,Wales,February,2,44.7,19.74,7.42,89.86,80.41
Talybont,Wales,March,3,44.75,19.06,6.45,85.46,76.57
Talybont,Wales,April,4,47.14,19.02,5.72,81.86,78.96
Talybont,Wales,May,5,54.63,12.29,3.46,82.62,71.63
Talybont,Wales,June,6,54.52,14.42,1.95,80.57,72.42
Talybont,Wales,July,7,57.7,13.46,3.48,84.42,73.09
Talybont,Wales,August,8,59.02,19.49,4.58,83.98,72.79
Talybont,Wales,September,9,54.77,14.27,5.33,85.39,74.18
Talybont,Wales,October,10,51.5,15.52,4.3,85.8,75.65
Talybont,Wales,November,11,46.32,14.87,3.84,86.7,81.22
Talybont,Wales,December,12,45.15,21.3,8.85,87.52,90.85
New Quay,Wales,January,1,42.3,22.4,4.32,83.12,75.21
New Quay,Wales,February,2,46.33,21.34,5.54,89.74,81.01
New Quay,Wales,March,3,46.21,22.09,4.94,84.52,77.18
New Quay,Wales,April,4,48.47,21.63,3.82,83.27,80.25
New Quay,Wales,May,5,54.55,13.9,2.04,83.56,75.35
New Quay,Wales,June,6,55.07,14.91,1.47,82.11,70.11
New Quay,Wales,July,7,58.21,14.71,2.73,85.54,73.1
New Quay,Wales,August,8,60.19,20.0,2.61,83.82,70.53
New Quay,Wales,September,9,56.34,17.42,3.47,83.89,74.5
New Quay,Wales,October,10,53.07,17.89,3.2,85.3,71.07
New Quay,Wales,November,11,48.1,17.44,3.11,86.53,82.22
New Quay,Wales,December,12,46.26,23.55,4.41,87.24,91.34
Aberaeron,Wales,January,1,41.94,18.76,4.76,83.67,75.03
Aberaeron,Wales,February,2,46.21,18.04,6.31,89.7,80.81
Aberaeron,Wales,March,3,46.26,19.89,5.09,83.87,76.98
Aberaeron,Wales,April,4,48.37,19.02,4.04,82.64,79.77
Aberaeron,Wales,May,5,54.85,12.4,2.31,82.88,73.5
Aberaeron,Wales,June,6,55.19,13.19,1.68,81.61,70.32
Aberaeron,Wales,July,7,58.41,12.66,2.8,84.87,72.75
Aberaeron,Wales,August,8,60.22,17.31,2.96,83.49,72.77
Aberaeron,Wales,September,9,56.18,15.07,4.12,84.0,74.15
Aberaeron,Wales,October,10,52.93,15.21,3.61,85.11,71.84
Aberaeron,Wales,November,11,47.63,15.05,3.29,86.73,82.04
Aberaeron,Wales,December,12,45.97,19.57,5.6,87.26,91.65
Llangrannog,Wales,January,1,42.65,25.75,3.88,82.63,75.6
Llangrannog,Wales,February,2,46.49,24.54,4.78,89.68,81.4
Llangrannog,Wales,March,3,46.32,24.32,4.66,84.82,77.39
Llangrannog,Wales,April,4,48.63,24.08,3.73,83.68,80.78
Llangrannog,Wales,May,5,54.34,15.54,1.82,84.22,77.44
Llangrannog,Wales,June,6,54.96,16.72,1.3,82.68,70.25
Llangrannog,Wales,July,7,58.07,16.92,2.71,86.05,73.88
Llangrannog,Wales,August,8,60.15,22.2,2.24,84.1,68.81
Llangrannog,Wales,September,9,56.49,20.18,2.84,83.82,75.13
Llangrannog,Wales,October,10,53.19,20.43,2.76,85.45,70.36
Llangrannog,Wales,November,11,48.45,19.93,2.91,85.64,82.55
Llangrannog,Wales,December,12,46.4,27.33,3.74,87.13,91.26
Tresaith,Wales,January,1,42.71,26.46,3.8,82.52,75.72
Tresaith,Wales,February,2,46.5,25.22,4.62,89.64,81.44
Tresaith,Wales,March,3,46.3,24.8,4.6,84.88,77.4
Tresaith,Wales,April,4,48.64,24.62,3.67,83.77,80.87
Tresaith,Wales,May,5,54.26,15.93,1.78,84.41,78.02
Tresaith,Wales,June,6,54.91,17.07,1.28,82.86,70.47
Tresaith,Wales,July,7,58.0,17.37,2.72,86.22,74.05
Tresaith,Wales,August,8,60.11,22.67,2.14,84.16,68.47
Tresaith,Wales,September,9,56.51,20.81,2.7,83.81,75.3
Tresaith,Wales,October,10,53.19,20.97,2.66,85.45,70.22
Tresaith,Wales,November,11,48.48,20.48,2.87,85.62,82.62
Tresaith,Wales,December,12,46.39,28.12,3.63,87.13,91.29
Aberporth,Wales,January,1,42.73,26.64,3.8,82.5,75.77
Aberporth,Wales,February,2,46.5,25.38,4.6,89.63,81.47
Aberporth,Wales,March,3,46.29,24.94,4.59,84.89,77.41
Aberporth,Wales,April,4,48.64,24.75,3.67,83.8,80.89
Aberporth,Wales,May,5,54.25,16.02,1.78,84.47,78.15
Aberporth,Wales,June,6,54.89,17.23,1.28,82.93,70.54
Aberporth,Wales,July,7,57.97,17.5,2.74,86.27,74.1
Aberporth,Wales,August,8,60.09,22.78,2.13,84.17,68.39
Aberporth,Wales,September,9,56.5,20.98,2.68,83.81,75.33
Aberporth,Wales,October,10,53.19,21.12,2.64,85.45,70.18
Aberporth,Wales,November,11,48.49,20.63,2.88,85.62,82.64
Aberporth,Wales,December,12,46.4,28.32,4.14,87.13,91.31
Goodwick,Wales,January,1,42.98,21.95,3.97,82.94,71.98
Goodwick,Wales,February,2,47.09,21.49,5.64,90.42,80.11
Goodwick,Wales,March,3,46.85,22.13,5.11,85.35,75.92
Goodwick,Wales,April,4,49.26,21.95,4.03,83.63,79.49
Goodwick,Wales,May,5,55.28,14.65,2.23,82.55,70.65
Goodwick,Wales,June,6,56.35,16.15,1.22,80.46,64.13
Goodwick,Wales,July,7,59.05,15.71,2.61,85.22,72.22
Goodwick,Wales,August,8,61.24,21.11,2.76,83.84,69.07
Goodwick,Wales,September,9,57.21,16.95,3.87,83.64,71.68
Goodwick,Wales,October,10,54.22,18.4,3.82,85.55,71.17
Goodwick,Wales,November,11,48.98,18.06,3.04,86.88,81.74
Goodwick,Wales,December,12,47.08,23.83,3.52,86.76,89.5
Fishguard,Wales,January,1,42.99,21.91,3.97,82.95,71.95
Fishguard,Wales,February,2,47.1,21.48,5.64,90.42,80.09
Fishguard,Wales,March,3,46.85,22.11,5.12,85.35,75.92
Fishguard,Wales,April,4,49.27,21.94,4.03,83.61,79.47
Fishguard,Wales,May,5,55.29,14.64,2.24,82.54,70.57
Fishguard,Wales,June,6,56.36,16.15,1.22,80.45,64.08
Fishguard,Wales,July,7,59.06,15.72,2.61,85.21,72.18
Fishguard,Wales,August,8,61.26,21.12,2.77,83.84,69.06
Fishguard,Wales,September,9,57.2,16.92,3.88,83.64,71.64
Fishguard,Wales,October,10,54.23,18.39,3.84,85.55,71.18
Fishguard,Wales,November,11,48.98,18.06,3.05,86.88,81.73
Fishguard,Wales,December,12,47.08,23.79,3.52,86.75,89.48
Newport,Wales,January,1,41.44,15.78,4.09,83.63,70.72
Newport,Wales,February,2,46.41,15.45,7.62,90.59,83.06
Newport,Wales,March,3,46.01,15.47,5.06,86.21,77.62
Newport,Wales,April,4,48.92,15.75,2.66,81.13,76.17
Newport,Wales,May,5,55.71,11.27,3.25,81.39,63.61
Newport,Wales,June,6,57.29,11.89,1.15,75.72,60.93
Newport,Wales,July,7,60.54,11.1,2.47,80.62,65.86
Newport,Wales,August,8,61.62,13.38,1.96,79.83,66.22
Newport,Wales,September,9,56.44,12.42,5.73,85.1,70.58
Newport,Wales,October,10,52.86,11.1,4.46,87.85,70.15
