course_name,city,state_country,location,total_par,h01_par,h01_yards,h01_hcp,h02_par,h02_yards,h02_hcp,h03_par,h03_yards,h03_hcp,h04_par,h04_yards,h04_hcp,h05_par,h05_yards,h05_hcp,h06_par,h06_yards,h06_hcp,h07_par,h07_yards,h07_hcp,h08_par,h08_yards,h08_hcp,h09_par,h09_yards,h09_hcp,f9_par,f9_yards,h10_par,h10_yards,h10_hcp,h11_par,h11_yards,h11_hcp,h12_par,h12_yards,h12_hcp,h13_par,h13_yards,h13_hcp,h14_par,h14_yards,h14_hcp,h15_par,h15_yards,h15_hcp,h16_par,h16_yards,h16_hcp,h17_par,h17_yards,h17_hcp,h18_par,h18_yards,h18_hcp,b9_par,b9_yards,total_yardage,course_rating,slope_rating,prestige_level,est_year,created_at,elevation,course_id,temp_factor,humidity_factor,wind_factor,rain_factor,cloud_factor,design_strategy,narrowness_factor,hazard_density,green_speed,turf_firmness,rough_length,crowd_factor,elevation_factor,terrain_difficulty,temp_min_jan,temp_avg_jan,temp_max_jan,temp_min_feb,temp_avg_feb,temp_max_feb,temp_min_mar,temp_avg_mar,temp_max_mar,temp_min_apr,temp_avg_apr,temp_max_apr,temp_min_may,temp_avg_may,temp_max_may,temp_min_jun,temp_avg_jun,temp_max_jun,temp_min_jul,temp_avg_jul,temp_max_jul,temp_min_aug,temp_avg_aug,temp_max_aug,temp_min_sep,temp_avg_sep,temp_max_sep,temp_min_oct,temp_avg_oct,temp_max_oct,temp_min_nov,temp_avg_nov,temp_max_nov,temp_min_dec,temp_avg_dec,temp_max_dec,rain_prop_jan,rain_prop_feb,rain_prop_mar,rain_prop_apr,rain_prop_may,rain_prop_jun,rain_prop_jul,rain_prop_aug,rain_prop_sep,rain_prop_oct,rain_prop_nov,rain_prop_dec,wind_speed_min_jan,wind_speed_avg_jan,wind_speed_max_jan,wind_speed_min_feb,wind_speed_avg_feb,wind_speed_max_feb,wind_speed_min_mar,wind_speed_avg_mar,wind_speed_max_mar,wind_speed_min_apr,wind_speed_avg_apr,wind_speed_max_apr,wind_speed_min_may,wind_speed_avg_may,wind_speed_max_may,wind_speed_min_jun,wind_speed_avg_jun,wind_speed_max_jun,wind_speed_min_jul,wind_speed_avg_jul,wind_speed_max_jul,wind_speed_min_aug,wind_speed_avg_aug,wind_speed_max_aug,wind_speed_min_sep,wind_speed_avg_sep,wind_speed_max_sep,wind_speed_min_oct,wind_speed_avg_oct,wind_speed_max_oct,wind_speed_min_nov,wind_speed_avg_nov,wind_speed_max_nov,wind_speed_min_dec,wind_speed_avg_dec,wind_speed_max_dec,humidity_min_jan,humidiy_avg_jan,humidity_max_jan,humidity_min_feb,humidiy_avg_feb,humidity_max_feb,humidity_min_mar,humidiy_avg_mar,humidity_max_mar,humidity_min_apr,humidiy_avg_apr,humidity_max_apr,humidity_min_may,humidiy_avg_may,humidity_max_may,humidity_min_jun,humidiy_avg_jun,humidity_max_jun,humidity_min_jul,humidiy_avg_jul,humidity_max_jul,humidity_min_aug,humidiy_avg_aug,humidity_max_aug,humidity_min_sep,humidiy_avg_sep,humidity_max_sep,humidity_min_oct,humidiy_avg_oct,humidity_max_oct,humidity_min_nov,humidiy_avg_nov,humidity_max_nov,humidity_min_dec,humidiy_avg_dec,humidity_max_dec,cloud_cover_min_jan,cloud_cover_avg_jan,cloud_cover_max_jan,cloud_cover_min_feb,cloud_cover_avg_feb,cloud_cover_max_feb,cloud_cover_min_mar,cloud_cover_avg_mar,cloud_cover_max_mar,cloud_cover_min_apr,cloud_cover_avg_apr,cloud_cover_max_apr,cloud_cover_min_may,cloud_cover_avg_may,cloud_cover_max_may,cloud_cover_min_jun,cloud_cover_avg_jun,cloud_cover_max_jun,cloud_cover_min_jul,cloud_cover_avg_jul,cloud_cover_max_jul,cloud_cover_min_aug,cloud_cover_avg_aug,cloud_cover_max_aug,cloud_cover_min_sep,cloud_cover_avg_sep,cloud_cover_max_sep,cloud_cover_min_oct,cloud_cover_avg_oct,cloud_cover_max_oct,cloud_cover_min_nov,cloud_cover_avg_nov,cloud_cover_max_nov,cloud_cover_min_dec,cloud_cover_avg_dec,cloud_cover_max_dec
East Cambridge Country Club,East Cambridge,MA (US),"East Cambridge, MA (US)",72,5,519,10,4,462,4,4,448,2,3,140,14,4,444,8,5,579,16,4,432,18,3,214,12,4,353,6,36,3591,5,505,15,4,346,17,4,452,13,3,132,5,4,433,9,5,580,7,4,332,11,3,168,1,4,410,3,36,3358,6949,75.6667077922078,135.616662337662,0.36,1989,###,3.28083989501312,###,0.0625,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.44,0.9,0.4,0.38,0.75,0.77,0.67,0.25,0.9,19.8,29.8,39.8,24,34,44,28.2,38.2,48.2,32.5,42.5,52.5,36.8,46.8,56.8,41,51,61,45.2,55.2,65.2,41,51,61,36.8,46.8,56.8,32.5,42.5,52.5,28.2,38.2,48.2,24,34,44,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Anchorage Hunt Club,Anchorage,KY (US),"Anchorage, KY (US)",72,5,586,8,3,213,2,4,428,12,4,490,6,4,378,14,5,618,16,4,449,10,3,128,4,4,367,18,36,3657,4,377,13,5,533,15,4,413,11,3,207,3,4,379,7,4,333,5,3,220,9,5,605,1,4,431,17,36,3498,7155,75.3911125541125,134.710317099567,0.99,1946,###,1079.39632545932,###,0.211041666666667,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.21,0.23,0.78,0.49,0.99,0.39,0.49,0.62,0.73,23.9,33.9,43.9,28.8,38.8,48.8,33.6,43.6,53.6,38.4,48.4,58.4,43.3,53.3,63.3,48.1,58.1,68.1,53,63,73,48.1,58.1,68.1,43.3,53.3,63.3,38.4,48.4,58.4,33.6,43.6,53.6,28.8,38.8,48.8,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Wilmington Club,Wilmington,DE (US),"Wilmington, DE (US)",71,4,375,6,4,332,18,4,381,10,3,208,4,5,662,12,4,439,14,5,517,8,3,227,2,4,462,16,36,3603,4,353,11,4,400,13,3,190,9,4,451,1,4,331,5,3,235,3,4,355,7,4,401,15,5,535,17,35,3251,6854,75.0310744588744,133.702579004329,0.78,1903,###,108.267716535433,###,0.168958333333333,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.8,0.35,0.72,0.48,0.4,0.61,0.76,0.18,0.36,22.7,32.7,42.7,27.4,37.4,47.4,32.1,42.1,52.1,36.8,46.8,56.8,41.4,51.4,61.4,46.1,56.1,66.1,50.8,60.8,70.8,46.1,56.1,66.1,41.4,51.4,61.4,36.8,46.8,56.8,32.1,42.1,52.1,27.4,37.4,47.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Shorewood Cricket Club,Shorewood,WI (US),"Shorewood, WI (US)",72,4,459,9,3,239,11,5,505,7,4,367,3,3,230,17,4,468,1,5,553,5,4,391,13,4,437,15,36,3649,4,453,4,5,646,16,4,452,8,3,192,2,4,378,10,5,603,12,3,218,6,4,428,14,4,394,18,36,3764,7413,75.6697411255411,135.629745670996,0.36,1976,###,449.475065616798,###,0.293541666666667,0.957142857142857,0.146666666666667,0.549090909090909,0.605,0.81,0.6,0.34,0.92,0.73,0.6,0.61,0.99,0.58,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.2464,0.2816,0.3168,0.352,0.3872,0.4224,0.4576,0.4224,0.3872,0.352,0.3168,0.2816,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,5.2,7.2,12.2,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Enterprise Hunt Club,Enterprise,NV (US),"Enterprise, NV (US)",71,4,365,2,3,173,18,4,366,14,4,383,6,4,386,8,5,574,10,4,349,4,3,134,12,5,601,16,36,3331,4,450,7,4,456,9,5,605,5,3,226,17,4,482,1,4,409,15,4,498,3,3,132,11,4,344,13,35,3602,6933,74.6245268398268,132.327031385281,0.87,1961,###,1230.31496062992,###,0.581041666666667,0.485714285714286,0.206666666666667,0.209090909090909,0.33,0.75,0.29,0.9,0.73,0.57,0.63,0.4,0.27,0.47,34.3,44.3,54.3,40.6,50.6,60.6,46.9,56.9,66.9,53.2,63.2,73.2,59.6,69.6,79.6,65.9,75.9,85.9,72.2,82.2,92.2,65.9,75.9,85.9,59.6,69.6,79.6,53.2,63.2,73.2,46.9,56.9,66.9,40.6,50.6,60.6,0.1155,0.132,0.1485,0.165,0.1815,0.198,0.2145,0.198,0.1815,0.165,0.1485,0.132,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,6.1,8.1,13.1,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,34,44,54,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43,0.23,0.33,0.43
Beechwood Village Country Club,Beechwood Village,KY (US),"Beechwood Village, KY (US)",72,4,362,16,4,388,18,3,202,12,4,463,4,5,631,6,4,369,8,4,477,2,3,186,10,5,656,14,36,3734,5,602,5,4,444,7,4,407,3,4,358,15,3,149,13,5,580,1,4,361,9,3,173,17,4,339,11,36,3413,7147,74.1003125541126,130.580317099567,0.85,2003,###,961.286089238845,###,0.211041666666667,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.75,0.3,0.43,0.3,0.59,0.37,0.52,0.31,0.1,23.9,33.9,43.9,28.8,38.8,48.8,33.6,43.6,53.6,38.4,48.4,58.4,43.3,53.3,63.3,48.1,58.1,68.1,53,63,73,48.1,58.1,68.1,43.3,53.3,63.3,38.4,48.4,58.4,33.6,43.6,53.6,28.8,38.8,48.8,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Flower Mound Country Club,Flower Mound,TX (US),"Flower Mound, TX (US)",71,5,519,3,4,454,5,4,434,17,3,161,1,4,360,13,3,242,11,4,502,7,4,492,15,4,388,9,35,3552,4,486,14,5,582,16,4,473,10,3,152,18,4,444,2,4,443,4,4,341,6,3,209,8,5,553,12,36,3683,7235,76.2384285714286,137.429428571429,0.33,1935,###,45.9317585301837,###,0.55,0.742857142857143,0.266666666666667,0.4,0.45,0.73,0.42,0.73,0.69,0.82,0.66,0.8,0.44,0.72,33.4,43.4,53.4,39.6,49.6,59.6,45.8,55.8,65.8,52,62,72,58.2,68.2,78.2,64.4,74.4,84.4,70.6,80.6,90.6,64.4,74.4,84.4,58.2,68.2,78.2,52,62,72,45.8,55.8,65.8,39.6,49.6,59.6,0.189,0.216,0.243,0.27,0.297,0.324,0.351,0.324,0.297,0.27,0.243,0.216,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,52,62,72,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55,0.35,0.45,0.55
Noblesville National Golf Club,Noblesville,IN (US),"Noblesville, IN (US)",71,5,578,12,3,143,14,4,353,18,3,248,8,4,368,16,4,433,2,5,546,4,4,494,6,4,432,10,36,3595,4,496,1,3,157,3,5,522,17,4,408,15,3,226,11,4,408,9,5,581,5,3,205,13,4,400,7,35,3403,6998,76.2899350649351,137.41148051948,0.9,1966,###,879.265091863517,###,0.3,0.857142857142857,0.2,0.490909090909091,0.55,0.44,0.86,0.61,0.89,0.79,0.4,0.62,0.96,0.56,26.4,36.4,46.4,31.6,41.6,51.6,36.8,46.8,56.8,42,52,62,47.2,57.2,67.2,52.4,62.4,72.4,57.6,67.6,77.6,52.4,62.4,72.4,47.2,57.2,67.2,42,52,62,36.8,46.8,56.8,31.6,41.6,51.6,0.224,0.256,0.288,0.32,0.352,0.384,0.416,0.384,0.352,0.32,0.288,0.256,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,6,8,13,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,60,70,80,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65,0.45,0.55,0.65
Ballwin Club,Ballwin,MO (US),"Ballwin, MO (US)",71,4,350,17,4,466,1,4,375,15,3,238,13,4,428,9,4,371,7,4,491,3,3,179,11,5,540,5,35,3438,4,379,10,5,589,12,3,215,16,4,371,18,3,194,6,5,569,14,4,455,2,4,499,4,4,484,8,36,3755,7193,74.8824471861472,133.103360822511,0.97,1927,###,875.984251968504,###,0.443958333333333,0.957142857142857,0.173333333333333,0.607272727272727,0.632,0.44,0.54,0.2,0.93,0.64,0.52,0.81,0.57,0.87,30.4,40.4,50.4,36.2,46.2,56.2,42,52,62,47.8,57.8,67.8,53.5,63.5,73.5,59.3,69.3,79.3,65.1,75.1,85.1,59.3,69.3,79.3,53.5,63.5,73.5,47.8,57.8,67.8,42,52,62,36.2,46.2,56.2,0.2688,0.3072,0.3456,0.384,0.4224,0.4608,0.4992,0.4608,0.4224,0.384,0.3456,0.3072,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,5.6,7.6,12.6,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,67,77,87,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732,0.532,0.632,0.732
Mountain Brook Hunt Club,Mountain Brook,AL (US),"Mountain Brook, AL (US)",72,5,672,8,3,161,10,4,421,14,4,492,16,4,357,4,3,235,12,4,355,18,4,503,2,5,504,6,36,3700,5,571,15,4,474,13,3,228,11,4,332,7,4,370,17,4,388,5,4,469,1,3,171,9,5,562,3,36,3565,7265,76.0031125541125,136.475317099567,0.31,2008,###,620.07874015748,###,0.381041666666667,0.834285714285714,0.18,0.509090909090909,0.605,0.48,0.53,0.21,0.41,0.98,0.71,0.56,0.84,0.6,28.7,38.7,48.7,34.2,44.2,54.2,39.7,49.7,59.7,45.2,55.2,65.2,50.8,60.8,70.8,56.3,66.3,76.3,61.8,71.8,81.8,56.3,66.3,76.3,50.8,60.8,70.8,45.2,55.2,65.2,39.7,49.7,59.7,34.2,44.2,54.2,0.231,0.264,0.297,0.33,0.363,0.396,0.429,0.396,0.363,0.33,0.297,0.264,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,5.7,7.7,12.7,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,58.4,68.4,78.4,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Morgantown Cricket Club,Morgantown,WV (US),"Morgantown, WV (US)",72,4,340,17,3,196,13,4,351,11,4,410,9,5,639,5,4,424,15,5,665,3,3,171,7,4,444,1,36,3640,5,552,6,3,160,8,4,432,12,4,470,18,4,482,14,3,233,2,4,354,10,4,400,16,5,541,4,36,3624,7264,74.8424792207792,133.334233766234,0.33,1986,###,2805.11811023622,###,0.105,0.874285714285715,0.106666666666667,0.649090909090909,0.605,0.51,0.43,0.4,0.98,0.81,0.63,0.85,0.05,0.61,20.9,30.9,40.9,25.4,35.4,45.4,29.8,39.8,49.8,34.2,44.2,54.2,38.6,48.6,58.6,43,53,63,47.5,57.5,67.5,43,53,63,38.6,48.6,58.6,34.2,44.2,54.2,29.8,39.8,49.8,25.4,35.4,45.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Rockville Athletic Club,Rockville,MD (US),"Rockville, MD (US)",71,4,401,4,5,512,6,4,416,18,3,149,10,5,541,16,4,494,12,4,380,8,3,163,14,4,411,2,36,3467,4,443,15,5,585,11,3,218,9,4,379,7,3,129,17,4,492,3,5,552,13,3,245,1,4,475,5,35,3518,6985,74.8870744588744,133.140579004329,0.45,1988,###,45.9317585301837,###,0.168958333333333,0.807142857142857,0.253333333333333,0.649090909090909,0.605,0.41,0.72,0.4,0.97,0.49,0.84,0.3,0.96,0.4,22.7,32.7,42.7,27.4,37.4,47.4,32.1,42.1,52.1,36.8,46.8,56.8,41.4,51.4,61.4,46.1,56.1,66.1,50.8,60.8,70.8,46.1,56.1,66.1,41.4,51.4,61.4,36.8,46.8,56.8,32.1,42.1,52.1,27.4,37.4,47.4,0.2849,0.3256,0.3663,0.407,0.4477,0.4884,0.5291,0.4884,0.4477,0.407,0.3663,0.3256,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,6.8,8.8,13.8,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,56.5,66.5,76.5,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
Peachtree City Hunt Club,Peachtree City,GA (US),"Peachtree City, GA (US)",70,5,589,13,3,192,9,4,407,7,3,248,5,4,475,15,4,359,1,4,487,11,4,355,3,4,459,17,35,3571,4,468,18,4,363,2,4,484,4,4,396,16,3,164,8,4,405,14,3,129,10,5,521,6,4,492,12,35,3422,6993,76.7011125541126,138.835317099567,0.86,2002,###,974.409448818898,###,0.381041666666667,0.874285714285715,0.106666666666667,0.609090909090909,0.605,0.89,0.67,0.39,0.69,0.73,0.75,0.84,0,0.49,28.7,38.7,48.7,34.2,44.2,54.2,39.7,49.7,59.7,45.2,55.2,65.2,50.8,60.8,70.8,56.3,66.3,76.3,61.8,71.8,81.8,56.3,66.3,76.3,50.8,60.8,70.8,45.2,55.2,65.2,39.7,49.7,59.7,34.2,44.2,54.2,0.2695,0.308,0.3465,0.385,0.4235,0.462,0.5005,0.462,0.4235,0.385,0.3465,0.308,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,4.6,6.6,11.6,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,61.2,71.2,81.2,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705,0.505,0.605,0.705
South High Golf & Country Club,South High,ND (US),"South High, ND (US)",71,5,506,11,4,470,7,4,422,5,3,171,3,4,492,17,4,494,13,4,339,9,3,241,1,5,536,15,36,3671,4,407,16,4,366,18,3,220,2,5,617,14,4,361,6,3,171,12,4,412,8,4,423,4,4,495,10,35,3472,7143,74.8659696969697,132.958174242424,0.9,1938,###,4822.83464566929,###,0.293541666666667,0.8,0.266666666666667,0.409090909090909,0.495,0.53,0.32,0.3,0.32,0.54,0.34,0.97,0.89,0.8,26.2,36.2,46.2,31.4,41.4,51.4,36.6,46.6,56.6,41.7,51.7,61.7,46.9,56.9,66.9,52.1,62.1,72.1,57.3,67.3,77.3,52.1,62.1,72.1,46.9,56.9,66.9,41.7,51.7,61.7,36.6,46.6,56.6,31.4,41.4,51.4,0.1925,0.22,0.2475,0.275,0.3025,0.33,0.3575,0.33,0.3025,0.275,0.2475,0.22,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,7,9,14,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,56,66,76,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595,0.395,0.495,0.595
